2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,
20.61021505376344,23.34077380952381,26.26478494623656,28.47222222222222,29.599462365591396,25.54722222222222,24.149193548387096,23.673387096774192,24.030555555555555,25.377688172043012,23.76388888888889,21.94489247311828,21.27016129032258,24.48419540229885,27.673387096774192,29.56111111111111,29.381720430107528,25.92222222222222,23.186827956989248,22.94489247311828,22.8625,22.888440860215052,21.00138888888889,20.651881720430108,20.772849462365592,24.229166666666668,26.11021505376344,28.716666666666665,29.541666666666668,25.54305555555555,23.77956989247312,23.818548387096776,24.816666666666663,25.041666666666668,22.77638888888889,21.858870967741936,22.551075268817204,25.235119047619047,28.202956989247312,30.370833333333337,30.413978494623656,25.981944444444444,23.705645161290324,23.043010752688172,23.89444444444445,26.153225806451612,24.18611111111111,21.43010752688172,24.446236559139784,26.183035714285715,29.706989247311828,32.57361111111111,31.18951612903226,27.81388888888889,24.331989247311828,23.844086021505376,23.03472222222222,24.02016129032258,23.84861111111111,23.205645161290324,
